attendance,away_score,away_team,date,home_score,home_team,margin,round,season,umpires,url,venue
23149,92,West Coast,"Sat, 4-Jul-2009 2:10 PM",112,Melbourne,20,14,2009,"Chris Donlon (80), Jacob Mollison (20), Mathew Nicholls (98)",http://afltables.com/afl/stats/games/2009/111820090704.html,M.C.G.
20293,80,Brisbane Lions,"Sat, 4-Jul-2009 2:40 PM (3:10 PM)",128,Port Adelaide,48,14,2009,"Dean Margetts (118), Scott McLaren (335), Chris Kamolins (58)",http://afltables.com/afl/stats/games/2009/131920090704.html,Football Park
11174,102,Adelaide,"Sat, 4-Jul-2009 7:10 PM",85,Richmond,-17,14,2009,"Stuart Wenn (241), Troy Pannell (46), Damien Sully (41)",http://afltables.com/afl/stats/games/2009/011420090704.html,Carrara
36827,45,Hawthorn,"Sat, 4-Jul-2009 7:10 PM",133,Western Bulldogs,88,14,2009,"Stephen McBurney (301), Matt Stevic (110), Stefan Grun (76)",http://afltables.com/afl/stats/games/2009/071020090704.html,Docklands
21929,85,North Melbourne,"Sun, 5-Jul-2009 1:10 PM",100,Sydney,15,14,2009,"Justin Schmitt (185), Heath Ryan (26), Mathew James (198)",http://afltables.com/afl/stats/games/2009/121620090705.html,S.C.G.
54444,85,Geelong,"Sun, 5-Jul-2009 3:10 PM",91,St Kilda,6,14,2009,"Michael Vozzo (228), Ray Chamberlain (101), Brett Rosebury (162)",http://afltables.com/afl/stats/games/2009/091520090705.html,Docklands
34720,115,Carlton,"Sun, 5-Jul-2009 2:40 PM (4:40 PM)",100,Fremantle,-15,14,2009,"Scott Jeffery (155), Rob Findlay (9), Michael Avon (159)",http://afltables.com/afl/stats/games/2009/030820090705.html,Subiaco
51382,111,Collingwood,"Fri, 10-Jul-2009 7:40 PM",110,Western Bulldogs,-1,15,2009,"Shaun Ryan (150), Scott McLaren (336), Brett Rosebury (163)",http://afltables.com/afl/stats/games/2009/040720090710.html,Docklands
50784,89,Richmond,"Sat, 11-Jul-2009 2:10 PM",109,Carlton,20,15,2009,"Hayden Kennedy (451), Jeff Dalgleish (7), Shane McInerney (276)",http://afltables.com/afl/stats/games/2009/031420090711.html,M.C.G.
30924,107,Essendon,"Sat, 11-Jul-2009 2:10 PM",72,Sydney,-35,15,2009,"Matt Stevic (111), Troy Pannell (47), Simon Meredith (104)",http://afltables.com/afl/stats/games/2009/051620090711.html,S.C.G.
34274,65,Geelong,"Sat, 11-Jul-2009 7:10 PM",108,Brisbane Lions,43,15,2009,"Justin Schmitt (186), Stephen McBurney (302), Mathew Nicholls (99)",http://afltables.com/afl/stats/games/2009/091920090711.html,Gabba
32451,13,Fremantle,"Sat, 11-Jul-2009 7:10 PM (7:40 PM)",130,Adelaide,117,15,2009,"Chris Donlon (81), Sam Hay (10), Scott Jeffery (156)",http://afltables.com/afl/stats/games/2009/010820090711.html,Football Park
15008,64,North Melbourne,"Sun, 12-Jul-2009 1:10 PM",73,Hawthorn,9,15,2009,"Michael Vozzo (229), Shane Stewart (20), Stefan Grun (77)",http://afltables.com/afl/stats/games/2009/101220090712.html,York Park
15888,90,Port Adelaide,"Sun, 12-Jul-2009 2:10 PM",101,Melbourne,11,15,2009,"Stuart Wenn (242), Mathew James (199), Damien Sully (42)",http://afltables.com/afl/stats/games/2009/111320090712.html,M.C.G.
36259,90,St Kilda,"Sun, 12-Jul-2009 2:40 PM (4:40 PM)",70,West Coast,-20,15,2009,"Chris Kamolins (59), Ray Chamberlain (102), Dean Margetts (119)",http://afltables.com/afl/stats/games/2009/151820090712.html,Subiaco
47120,103,Western Bulldogs,"Fri, 17-Jul-2009 7:40 PM",70,Essendon,-33,16,2009,"Scott Jeffery (157), Scott McLaren (337), Ray Chamberlain (103)",http://afltables.com/afl/stats/games/2009/050720090717.html,Docklands
42018,63,Sydney,"Sat, 18-Jul-2009 2:10 PM",124,Carlton,61,16,2009,"Justin Schmitt (187), Michael Avon (160), Brett Rosebury (164)",http://afltables.com/afl/stats/games/2009/031620090718.html,Docklands
21160,71,Melbourne,"Sat, 18-Jul-2009 2:10 PM",117,Geelong,46,16,2009,"Hayden Kennedy (452), Shane Stewart (21), Chris Kamolins (60)",http://afltables.com/afl/stats/games/2009/091120090718.html,Kardinia Park
66149,121,Hawthorn,"Sat, 18-Jul-2009 7:10 PM",76,Collingwood,-45,16,2009,"Stephen McBurney (303), Mathew Nicholls (100), Shane McInerney (277)",http://afltables.com/afl/stats/games/2009/041020090718.html,M.C.G.
22595,62,Brisbane Lions,"Sat, 18-Jul-2009 5:40 PM (7:40 PM)",47,Fremantle,-15,16,2009,"Chris Donlon (82), Jeff Dalgleish (8), Stuart Wenn (243)",http://afltables.com/afl/stats/games/2009/081920090718.html,Subiaco
21106,76,West Coast,"Sun, 19-Jul-2009 12:40 PM (1:10 PM)",112,Port Adelaide,36,16,2009,"Matt Stevic (112), Troy Pannell (48), Sam Hay (11)",http://afltables.com/afl/stats/games/2009/131820090719.html,Football Park
30604,85,North Melbourne,"Sun, 19-Jul-2009 2:10 PM",85,Richmond,0,16,2009,"Dean Margetts (120), Mathew James (200), Damien Sully (43)",http://afltables.com/afl/stats/games/2009/121420090719.html,M.C.G.
31940,48,Adelaide,"Sun, 19-Jul-2009 4:40 PM",105,St Kilda,57,16,2009,"Shaun Ryan (151), Simon Meredith (105), Stefan Grun (78)",http://afltables.com/afl/stats/games/2009/011520090719.html,Docklands
84938,94,Collingwood,"Fri, 24-Jul-2009 7:40 PM",40,Carlton,-54,17,2009,"Stuart Wenn (244), Shaun Ryan (152), Scott McLaren (338)",http://afltables.com/afl/stats/games/2009/030420090724.html,M.C.G.
64803,98,Hawthorn,"Sat, 25-Jul-2009 2:10 PM",99,Geelong,1,17,2009,"Scott Jeffery (158), Ray Chamberlain (104), Shane McInerney (278)",http://afltables.com/afl/stats/games/2009/091020090725.html,M.C.G.
39536,66,West Coast,"Sat, 25-Jul-2009 2:10 PM (4:10 PM)",71,Fremantle,5,17,2009,"Todd Keating (20), Dean Margetts (121), Mathew James (201)",http://afltables.com/afl/stats/games/2009/081820090725.html,Subiaco
45082,61,Western Bulldogs,"Sat, 25-Jul-2009 7:10 PM",106,St Kilda,45,17,2009,"Simon Meredith (106), Brett Rosebury (165), Stefan Grun (79)",http://afltables.com/afl/stats/games/2009/071520090725.html,Docklands
25509,75,North Melbourne,"Sat, 25-Jul-2009 7:10 PM",116,Brisbane Lions,41,17,2009,"Hayden Kennedy (453), Chris Kamolins (61), Rob Findlay (10)",http://afltables.com/afl/stats/games/2009/121920090725.html,Gabba
7311,68,Sydney,"Sun, 26-Jul-2009 1:10 PM",50,Melbourne,-18,17,2009,"Matt Stevic (113), Jacob Mollison (21), Mathew Nicholls (101)",http://afltables.com/afl/stats/games/2009/111620090726.html,Manuka Oval
47412,101,Richmond,"Sun, 26-Jul-2009 2:10 PM",96,Essendon,-5,17,2009,"Chris Donlon (83), Craig Hendrie (65), Stephen McBurney (304)",http://afltables.com/afl/stats/games/2009/051420090726.html,M.C.G.
46859,62,Port Adelaide,"Sun, 26-Jul-2009 4:10 PM (4:40 PM)",132,Adelaide,70,17,2009,"Michael Vozzo (230), Heath Ryan (27), Michael Avon (161)",http://afltables.com/afl/stats/games/2009/011320090726.html,Football Park
38554,94,Carlton,"Fri, 31-Jul-2009 7:40 PM",84,North Melbourne,-10,18,2009,"Stephen McBurney (305), Brett Rosebury (166), Heath Ryan (28)",http://afltables.com/afl/stats/games/2009/031220090731.html,Docklands
21686,91,Adelaide,"Sat, 1-Aug-2009 2:10 PM",93,Geelong,2,18,2009,"Matt Stevic (114), Scott McLaren (339), Mathew Nicholls (102)",http://afltables.com/afl/stats/games/2009/010920090801.html,Kardinia Park
19065,80,Fremantle,"Sat, 1-Aug-2009 2:10 PM",111,Western Bulldogs,31,18,2009,"Simon Meredith (107), Jacob Mollison (22), Michael Avon (162)",http://afltables.com/afl/stats/games/2009/070820090801.html,Docklands
47268,55,Brisbane Lions,"Sat, 1-Aug-2009 7:10 PM",95,Collingwood,40,18,2009,"Michael Vozzo (231), Ray Chamberlain (105), Stefan Grun (80)",http://afltables.com/afl/stats/games/2009/041920090801.html,M.C.G.
27805,94,St Kilda,"Sat, 1-Aug-2009 7:10 PM",93,Sydney,-1,18,2009,"Chris Donlon (84), Stuart Wenn (245), Rob Findlay (11)",http://afltables.com/afl/stats/games/2009/151620090801.html,S.C.G.
37438,86,Richmond,"Sun, 2-Aug-2009 1:10 PM",82,Melbourne,-4,18,2009,"Todd Keating (21), Mathew James (202), Luke Farmer (34)",http://afltables.com/afl/stats/games/2009/111420090802.html,M.C.G.
25154,103,Hawthorn,"Sun, 2-Aug-2009 2:40 PM (3:10 PM)",121,Port Adelaide,18,18,2009,"Shaun Ryan (153), Troy Pannell (49), Shane McInerney (279)",http://afltables.com/afl/stats/games/2009/101320090802.html,Football Park
35765,68,Essendon,"Sun, 2-Aug-2009 2:40 PM (4:40 PM)",95,West Coast,27,18,2009,"Justin Schmitt (188), Craig Hendrie (66), Scott Jeffery (159)",http://afltables.com/afl/stats/games/2009/051820090802.html,Subiaco
55057,62,Geelong,"Fri, 7-Aug-2009 7:40 PM",97,Carlton,35,19,2009,"Mathew James (203), Matt Stevic (115), Shane McInerney (280)",http://afltables.com/afl/stats/games/2009/030920090807.html,M.C.G.
22417,102,West Coast,"Sat, 8-Aug-2009 2:10 PM",97,Western Bulldogs,-5,19,2009,"Stuart Wenn (246), Chris Kamolins (62), Sam Hay (12)",http://afltables.com/afl/stats/games/2009/071820090808.html,Docklands
20011,74,St Kilda,"Sat, 8-Aug-2009 2:10 PM",49,Hawthorn,-25,19,2009,"Michael Vozzo (232), Brett Rosebury (167), Heath Ryan (29)",http://afltables.com/afl/stats/games/2009/101520090808.html,York Park
41636,87,Brisbane Lions,"Sat, 8-Aug-2009 7:10 PM",87,Essendon,0,19,2009,"Stephen McBurney (306), Justin Schmitt (189), Craig Hendrie (67)",http://afltables.com/afl/stats/games/2009/051920090808.html,M.C.G.
45128,89,Collingwood,"Sat, 8-Aug-2009 7:10 PM (7:40 PM)",68,Adelaide,-21,19,2009,"Scott McLaren (340), Shaun Ryan (154), Scott Jeffery (160)",http://afltables.com/afl/stats/games/2009/010420090808.html,Football Park
16594,61,Melbourne,"Sun, 9-Aug-2009 1:10 PM",123,North Melbourne,62,19,2009,"Chris Donlon (85), Troy Pannell (50), Damien Sully (44)",http://afltables.com/afl/stats/games/2009/111220090809.html,Docklands
32216,123,Sydney,"Sun, 9-Aug-2009 2:10 PM",68,Richmond,-55,19,2009,"Shane Stewart (22), Ray Chamberlain (106), Dean Margetts (122)",http://afltables.com/afl/stats/games/2009/141620090809.html,M.C.G.
30029,74,Port Adelaide,"Sun, 9-Aug-2009 2:40 PM (4:40 PM)",116,Fremantle,42,19,2009,"Luke Farmer (35), Stefan Grun (81), Simon Meredith (108)",http://afltables.com/afl/stats/games/2009/081320090809.html,Subiaco
32583,94,Adelaide,"Fri, 14-Aug-2009 7:40 PM",67,Hawthorn,-27,20,2009,"Stephen McBurney (307), Ray Chamberlain (107), Simon Meredith (109)",http://afltables.com/afl/stats/games/2009/011020090814.html,M.C.G.
63366,152,Collingwood,"Sat, 15-Aug-2009 2:10 PM",59,Richmond,-93,20,2009,"Chris Donlon (86), Michael Avon (163), Mathew James (204)",http://afltables.com/afl/stats/games/2009/041420090815.html,M.C.G.
32472,72,North Melbourne,"Sat, 15-Aug-2009 2:10 PM (4:10 PM)",110,West Coast,38,20,2009,"Todd Keating (22), Craig Hendrie (68), Brett Rosebury (168)",http://afltables.com/afl/stats/games/2009/121820090815.html,Subiaco
33421,102,Western Bulldogs,"Sat, 15-Aug-2009 7:10 PM",84,Brisbane Lions,-18,20,2009,"Mathew Nicholls (103), Justin Schmitt (190), Shane McInerney (281)",http://afltables.com/afl/stats/games/2009/071920090815.html,Gabba
40261,92,Geelong,"Sat, 15-Aug-2009 7:10 PM",87,Sydney,-5,20,2009,"Michael Vozzo (233), Matt Stevic (116), Scott Jeffery (161)",http://afltables.com/afl/stats/games/2009/091620090815.html,Stadium Australia
13004,64,Fremantle,"Sun, 16-Aug-2009 1:10 PM",127,Melbourne,63,20,2009,"Stuart Wenn (247), Heath Ryan (30), Damien Sully (45)",http://afltables.com/afl/stats/games/2009/081120090816.html,M.C.G.
27221,121,Carlton,"Sun, 16-Aug-2009 2:40 PM (3:10 PM)",67,Port Adelaide,-54,20,2009,"Hayden Kennedy (454), Scott McLaren (341), Chris Kamolins (63)",http://afltables.com/afl/stats/games/2009/031320090816.html,Football Park
41410,108,St Kilda,"Sun, 16-Aug-2009 4:40 PM",110,Essendon,2,20,2009,"Shaun Ryan (155), Shane Stewart (23), Stefan Grun (82)",http://afltables.com/afl/stats/games/2009/051520090816.html,Docklands
46818,96,Geelong,"Fri, 21-Aug-2009 7:40 PM",110,Western Bulldogs,14,21,2009,"Michael Vozzo (234), Shaun Ryan (156), Scott Jeffery (162)",http://afltables.com/afl/stats/games/2009/070920090821.html,Docklands
37433,96,Melbourne,"Sat, 22-Aug-2009 2:10 PM",153,Carlton,57,21,2009,"Troy Pannell (51), Mathew James (205), Luke Farmer (36)",http://afltables.com/afl/stats/games/2009/031120090822.html,Docklands
39640,48,West Coast,"Sat, 22-Aug-2009 2:40 PM (3:10 PM)",122,Adelaide,74,21,2009,"Shane Stewart (24), Justin Schmitt (191), Simon Meredith (110)",http://afltables.com/afl/stats/games/2009/011820090822.html,Football Park
34779,135,Hawthorn,"Sat, 22-Aug-2009 7:10 PM",93,Richmond,-42,21,2009,"Hayden Kennedy (455), Mathew Nicholls (104), Craig Hendrie (69)",http://afltables.com/afl/stats/games/2009/101420090822.html,M.C.G.
26437,92,Port Adelaide,"Sat, 22-Aug-2009 7:10 PM",107,Brisbane Lions,15,21,2009,"Heath Ryan (31), Ray Chamberlain (108), Stuart Wenn (248)",http://afltables.com/afl/stats/games/2009/131920090822.html,Gabba
30522,64,North Melbourne,"Sun, 23-Aug-2009 1:10 PM",59,St Kilda,-5,21,2009,"Todd Keating (23), Matt Stevic (117), Stefan Grun (83)",http://afltables.com/afl/stats/games/2009/121520090823.html,Docklands
54400,56,Sydney,"Sun, 23-Aug-2009 2:10 PM",97,Collingwood,41,21,2009,"Stephen McBurney (308), Scott McLaren (342), Brett Rosebury (169)",http://afltables.com/afl/stats/games/2009/041620090823.html,M.C.G.
32413,87,Essendon,"Sun, 23-Aug-2009 2:40 PM (4:40 PM)",141,Fremantle,54,21,2009,"Michael Avon (164), Shane McInerney (282), Damien Sully (46)",http://afltables.com/afl/stats/games/2009/050820090823.html,Subiaco
39755,45,Richmond,"Fri, 28-Aug-2009 6:40 PM (8:40 PM)",125,West Coast,80,22,2009,"Mathew James (206), Stefan Grun (84), Heath Ryan (32)",http://afltables.com/afl/stats/games/2009/141820090828.html,Subiaco
18196,54,Fremantle,"Sat, 29-Aug-2009 1:10 PM",94,Geelong,40,22,2009,"Justin Schmitt (192), Rob Findlay (12), Mathew Nicholls (105)",http://afltables.com/afl/stats/games/2009/080920090829.html,Kardinia Park
77278,116,Essendon,"Sat, 29-Aug-2009 2:10 PM",99,Hawthorn,-17,22,2009,"Shaun Ryan (157), Matt Stevic (118), Scott McLaren (343)",http://afltables.com/afl/stats/games/2009/051020090829.html,M.C.G.
42356,176,Adelaide,"Sat, 29-Aug-2009 4:10 PM",104,Carlton,-72,22,2009,"Michael Vozzo (235), Stephen McBurney (309), Simon Meredith (111)",http://afltables.com/afl/stats/games/2009/010320090829.html,Docklands
27933,100,Brisbane Lions,"Sat, 29-Aug-2009 7:10 PM",92,Sydney,-8,22,2009,"Luke Farmer (37), Michael Avon (165), Troy Pannell (52)",http://afltables.com/afl/stats/games/2009/161920090829.html,S.C.G.
17284,71,North Melbourne,"Sat, 29-Aug-2009 7:10 PM (7:40 PM)",67,Port Adelaide,-4,22,2009,"Hayden Kennedy (456), Stuart Wenn (249), Scott Jeffery (163)",http://afltables.com/afl/stats/games/2009/121320090829.html,Football Park
36748,114,St Kilda,"Sun, 30-Aug-2009 2:10 PM",67,Melbourne,-47,22,2009,"Chris Donlon (87), Chris Kamolins (64), Jacob Mollison (23)",http://afltables.com/afl/stats/games/2009/111520090830.html,M.C.G.
48888,100,Western Bulldogs,"Sun, 30-Aug-2009 4:40 PM",76,Collingwood,-24,22,2009,"Ray Chamberlain (109), Brett Rosebury (170), Shane McInerney (283)",http://afltables.com/afl/stats/games/2009/040720090830.html,Docklands
50393,70,Essendon,"Fri, 4-Sep-2009 7:45 PM (8:15 PM)",166,Adelaide,96,Elimination Final,2009,"Stephen McBurney (310), Matt Stevic (119), Shaun Ryan (158)",http://afltables.com/afl/stats/games/2009/010520090904.html,Football Park
74007,82,Western Bulldogs,"Sat, 5-Sep-2009 2:30 PM",96,Geelong,14,Qualifying Final,2009,"Hayden Kennedy (457), Michael Vozzo (236), Simon Meredith (112)",http://afltables.com/afl/stats/games/2009/070920090905.html,M.C.G.
32702,104,Carlton,"Sat, 5-Sep-2009 7:30 PM",111,Brisbane Lions,7,Elimination Final,2009,"Stuart Wenn (250), Scott Jeffery (164), Scott McLaren (344)",http://afltables.com/afl/stats/games/2009/031920090905.html,Gabba
84213,52,Collingwood,"Sun, 6-Sep-2009 2:40 PM",80,St Kilda,28,Qualifying Final,2009,"Ray Chamberlain (110), Brett Rosebury (171), Shane McInerney (284)",http://afltables.com/afl/stats/games/2009/041520090906.html,M.C.G.
47030,56,Brisbane Lions,"Fri, 11-Sep-2009 7:45 PM",107,Western Bulldogs,51,Semi Final,2009,"Shaun Ryan (159), Matt Stevic (120), Simon Meredith (113)",http://afltables.com/afl/stats/games/2009/071920090911.html,M.C.G.
62184,78,Adelaide,"Sat, 12-Sep-2009 7:30 PM",83,Collingwood,5,Semi Final,2009,"Ray Chamberlain (111), Brett Rosebury (172), Shane McInerney (285)",http://afltables.com/afl/stats/games/2009/010420090912.html,M.C.G.
78245,53,Western Bulldogs,"Fri, 18-Sep-2009 7:45 PM",60,St Kilda,7,Preliminary Final,2009,"Shane McInerney (286), Stephen McBurney (311), Ray Chamberlain (112)",http://afltables.com/afl/stats/games/2009/071520090918.html,M.C.G.
87258,47,Collingwood,"Sat, 19-Sep-2009 7:30 PM",120,Geelong,73,Preliminary Final,2009,"Scott McLaren (345), Brett Rosebury (173), Shaun Ryan (160)",http://afltables.com/afl/stats/games/2009/040920090919.html,M.C.G.
99251,68,St Kilda,"Sat, 26-Sep-2009 2:30 PM",80,Geelong,12,Grand Final,2009,"Stephen McBurney (312), Brett Rosebury (174), Shaun Ryan (161)",http://afltables.com/afl/stats/games/2009/091520090926.html,M.C.G.
72010,120,Carlton,"Thu, 25-Mar-2010 7:10 PM (6:10 PM)",64,Richmond,-56,1,2010,"Brett Rosebury (175), Heath Ryan (33), Shaun Ryan (162)",http://afltables.com/afl/stats/games/2010/031420100325.html,M.C.G.
57772,94,Essendon,"Fri, 26-Mar-2010 7:40 PM (6:40 PM)",125,Geelong,31,1,2010,"Michael Vozzo (237), Luke Farmer (38), Simon Meredith (114)",http://afltables.com/afl/stats/games/2010/050920100326.html,M.C.G.
45615,117,Hawthorn,"Sat, 27-Mar-2010 2:10 PM (1:10 PM)",61,Melbourne,-56,1,2010,"Scott McLaren (346), Shane Stewart (25), Chris Kamolins (65)",http://afltables.com/afl/stats/games/2010/101120100327.html,M.C.G.
31330,96,St Kilda,"Sat, 27-Mar-2010 7:10 PM (6:10 PM)",88,Sydney,-8,1,2010,"Chris Donlon (88), Stephen McBurney (313), Stefan Grun (85)",http://afltables.com/afl/stats/games/2010/151620100327.html,Stadium Australia
29201,82,West Coast,"Sat, 27-Mar-2010 7:10 PM",114,Brisbane Lions,32,1,2010,"Sam Hay (13), Stuart Wenn (251), Scott Jeffery (165)",http://afltables.com/afl/stats/games/2010/181920100327.html,Gabba
21205,82,North Melbourne,"Sun, 28-Mar-2010 12:40 PM (12:10 PM)",96,Port Adelaide,14,1,2010,"Dean Margetts (123), Rob Findlay (13), Michael Avon (166)",http://afltables.com/afl/stats/games/2010/121320100328.html,Football Park
49000,129,Collingwood,"Sun, 28-Mar-2010 2:10 PM (1:10 PM)",93,Western Bulldogs,-36,1,2010,"Matt Stevic (121), Ray Chamberlain (113), Jason Armstrong (21)",http://afltables.com/afl/stats/games/2010/040720100328.html,Docklands
30976,62,Adelaide,"Sun, 28-Mar-2010 5:10 PM (7:10 PM)",118,Fremantle,56,1,2010,"Hayden Kennedy (458), Mathew Nicholls (106), Todd Keating (24)",http://afltables.com/afl/stats/games/2010/010820100328.html,Subiaco
36780,88,Carlton,"Thu, 1-Apr-2010 7:40 PM",107,Brisbane Lions,19,2,2010,"Michael Vozzo (238), Simon Meredith (115), Shaun Ryan (163)",http://afltables.com/afl/stats/games/2010/031920100401.html,Gabba
50421,85,Melbourne,"Sat, 3-Apr-2010 2:10 PM (1:10 PM)",86,Collingwood,1,2,2010,"Sam Hay (14), Stuart Wenn (252), Scott Jeffery (166)",http://afltables.com/afl/stats/games/2010/041120100403.html,M.C.G.
32006,39,North Melbourne,"Sat, 3-Apr-2010 7:10 PM (6:10 PM)",143,St Kilda,104,2,2010,"Hayden Kennedy (459), Mathew Nicholls (107), Todd Keating (25)",http://afltables.com/afl/stats/games/2010/121520100403.html,Docklands
37010,89,Port Adelaide,"Sat, 3-Apr-2010 5:40 PM (7:40 PM)",86,West Coast,-3,2,2010,"Matt Stevic (122), Shane Stewart (26), Ray Chamberlain (114)",http://afltables.com/afl/stats/games/2010/131820100403.html,Subiaco
36041,118,Sydney,"Sun, 4-Apr-2010 12:40 PM (1:10 PM)",75,Adelaide,-43,2,2010,"Luke Farmer (39), Brett Rosebury (176), Shane McInerney (287)",http://afltables.com/afl/stats/games/2010/011620100404.html,Football Park
29651,113,Fremantle,"Sun, 4-Apr-2010 2:10 PM",69,Essendon,-44,2,2010,"Dean Margetts (124), Jason Armstrong (22), Michael Avon (167)",http://afltables.com/afl/stats/games/2010/050820100404.html,Docklands
27358,120,Western Bulldogs,"Sun, 4-Apr-2010 4:40 PM",48,Richmond,-72,2,2010,"Scott McLaren (347), Rob Findlay (14), Troy Pannell (53)",http://afltables.com/afl/stats/games/2010/071420100404.html,M.C.G.
68628,100,Geelong,"Mon, 5-Apr-2010 2:10 PM",91,Hawthorn,-9,2,2010,"Chris Donlon (89), Stephen McBurney (314), Heath Ryan (34)",http://afltables.com/afl/stats/games/2010/091020100405.html,M.C.G.
49669,41,Collingwood,"Fri, 9-Apr-2010 7:40 PM",69,St Kilda,28,3,2010,"Michael Vozzo (239), Simon Meredith (116), Shaun Ryan (164)",http://afltables.com/afl/stats/games/2010/041520100409.html,Docklands
18394,91,West Coast,"Sat, 10-Apr-2010 2:10 PM",116,North Melbourne,25,3,2010,"Scott McLaren (348), Rob Findlay (15), Troy Pannell (54)",http://afltables.com/afl/stats/games/2010/121820100410.html,Docklands
23306,108,Brisbane Lions,"Sat, 10-Apr-2010 2:40 PM (3:10 PM)",81,Port Adelaide,-27,3,2010,"Hayden Kennedy (460), Mathew Nicholls (108), Todd Keating (26)",http://afltables.com/afl/stats/games/2010/131920100410.html,Football Park
71006,95,Essendon,"Sat, 10-Apr-2010 7:10 PM",75,Carlton,-20,3,2010,"Matt Stevic (123), Shane Stewart (27), Ray Chamberlain (115)",http://afltables.com/afl/stats/games/2010/030520100410.html,M.C.G.
28414,56,Richmond,"Sat, 10-Apr-2010 7:10 PM",111,Sydney,55,3,2010,"Sam Hay (15), Stuart Wenn (253), Scott Jeffery (167)",http://afltables.com/afl/stats/games/2010/141620100410.html,S.C.G.
